"","Name","p","t","ValueAtRandomPoints"
"82","pine",1270.14169368658,15.4250529597581,7.51987268022589e-09
"83","pine",691.084144213746,15.2996531279873,4.62960879107599e-08
"84","pine",536.902098625514,19.8821276736711,8.48880447060684e-09
"85","pine",1225.57790866151,11.1406078374106,8.61552922887856e-09
"86","pine",846.594544746945,15.7999584565356,3.42956587472338e-08
"87","pine",537.387742373465,17.7060183119767,2.77575530315579e-08
"88","pine",1136.34460169206,11.2960876751585,1.31927633753496e-08
"89","pine",434.095076686106,18.9965019312712,7.75050048864362e-09
"90","pine",797.227404691811,12.8853832524571,3.43270923196159e-08
"91","pine",885.825557649199,13.3680747393156,4.45638812321177e-08
"92","pine",785.800101616346,18.5514333303395,1.11786591409858e-08
"93","pine",1252.07100939701,11.3617063621677,8.10084697987411e-09
"94","pine",397.80462138519,18.555103818304,5.49849433956663e-09
"95","pine",1281.16355119445,14.4065163278173,1.14278028553633e-08
"96","pine",565.386040507651,19.1107212781557,1.75198202551484e-08
"97","pine",1024.80162596337,9.57887402531432,1.87119176965851e-08
"98","pine",606.636915338895,18.2804620533498,2.97598495483261e-08
"99","pine",817.969555340052,12.8821929743744,3.57949341205635e-08
"100","pine",631.748714349046,18.5179629142741,2.7620364762704e-08
"101","pine",587.136596711788,15.3360297283398,5.33120200213997e-08
"102","pine",1258.18307113591,12.9266826311389,1.53694137706072e-08
"103","pine",792.758557073279,11.9543934253196,3.27863360062796e-08
"104","pine",541.230584712272,12.6996021662678,2.40758003607425e-08
"105","pine",1100.45332686043,11.5337112500885,1.41568635621707e-08
"106","pine",606.551058013843,11.7810366185857,1.8589996088518e-08
"107","pine",1240.47796366046,14.6308483750215,1.31232059890326e-08
"108","pine",474.984553283932,19.5374696011553,7.58924332377469e-09
"109","pine",790.844906837821,13.6711470400995,3.67167065867499e-08
"110","pine",428.842068903171,16.3283164994793,1.84684218938401e-08
"111","pine",801.99946896158,15.2383334593045,3.8022870066286e-08
"112","pine",882.56674776992,17.0871386262017,2.5236487946931e-08
"113","pine",794.036527653151,17.0194282498509,2.59056306636963e-08
"114","pine",1345.3232308963,12.6859549152832,5.70441482860627e-09
"115","pine",814.820355001151,12.8341945159799,3.53702947238528e-08
"116","pine",1086.05212520412,14.6590712811628,1.90111402909723e-08
"117","pine",961.326991474467,9.20639619950707,9.9492371814761e-09
"118","pine",483.3381356046,18.6139958559523,1.35317022038917e-08
"119","pine",675.879486449656,11.0805654716414,1.6258477028242e-08
"120","pine",812.124330160405,15.2877262210984,3.75389619183951e-08
"121","pine",734.648162722698,16.8179862713092,2.89589805697157e-08
"122","pine",454.17934889643,15.6957129090443,2.61688465971458e-08
"123","pine",458.282092922912,16.6557343832553,2.28175430751022e-08
"124","pine",1283.72151239371,13.6302217831091,1.31209076575644e-08
"125","pine",907.063304256189,13.3814282217831,4.56485940130475e-08
"126","pine",658.515133402688,12.5961167339954,3.40319077457708e-08
"127","pine",1237.41185584702,15.1199917210238,1.0361049238271e-08
"128","pine",741.532140446304,16.4124282998381,3.12182725741598e-08
"129","pine",886.107349323109,15.2798499891862,3.7658332553922e-08
"130","pine",821.949447738728,16.4890761454891,2.95407793449582e-08
"131","pine",1161.54930232603,15.5705199136043,1.13707998144791e-08
"132","pine",887.57263229119,14.0714496484923,4.10455700857378e-08
"133","pine",532.247322345102,11.816775597794,1.15900701111363e-08
"134","pine",931.174488257335,9.19498804381687,6.80108833491307e-09
"135","pine",1094.63845959144,11.6941303491479,1.47126940020982e-08
"136","pine",846.596850334177,15.0993084272642,3.81231950315673e-08
"137","pine",722.413714875182,13.7805176315583,4.30885534562398e-08
"138","pine",1322.38895334744,13.8397179629324,9.59582844921962e-09
"139","pine",430.276524091047,17.7360673925044,9.25295589147697e-09
"140","pine",993.536238853973,9.05477115186399,1.09592374740289e-08
"141","pine",572.449592412687,15.1866838419769,5.23388894634878e-08
"142","pine",583.243518955285,16.688993781222,4.38480562567867e-08
"143","pine",829.564978203612,9.83086827529345,9.41502256178019e-09
"144","pine",1113.68940450257,13.326032579776,1.58318554452892e-08
"145","pine",821.558758290437,15.9813932683688,3.23543751628847e-08
"146","pine",1160.88236527521,13.3788896763448,1.4959474335666e-08
"147","pine",1164.74895938864,12.6864292448825,1.46511891670922e-08
"148","pine",1304.9065702156,13.0689747031477,1.12778128646596e-08
"149","pine",490.761015816127,12.9356153928075,1.55200578882262e-08
"150","pine",711.850352483974,18.4837426164018,1.99605551748474e-08
"151","pine",1129.23580744585,10.0691358850589,1.03252032265274e-08
"152","pine",1007.86276129215,16.681000233404,1.49578802469949e-08
"153","pine",1184.52605916148,14.409703524636,1.6965692818286e-08
"154","pine",563.505154711166,18.950280207387,1.92660692654674e-08
"155","pine",901.623334555233,13.1788392172126,4.61670741463288e-08
"156","pine",863.494464089635,10.7366632590361,2.59046276326496e-08
